index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,cast,director
1670,21000000,Adventure Action Thriller,,9053,competition martial arts kung fu assassin fight,en,DOA: Dead or Alive,12.790408,07-09-2006,480314,87,Released,DOA: Dead or Alive,5,205,Jaime Pressly Devon Aoki Holly Valance Sarah Carter Natassia Malthe,Corey Yuen Kwai
1671,30000000,Action Drama Western,http://jessejamesmovie.warnerbros.com/,4512,killing admiration hold-up robbery to shoot dead idol,en,The Assassination of Jesse James by the Coward Robert Ford,35.53352,02-09-2007,14711793,160,Released,The Assassination of Jesse James by the Coward Robert Ford,7,776,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker Paul Schneider,Andrew Dominik
1672,30000000,Adventure Drama Action History War,http://www.1911movie.com/,76349,martial arts sword revolution blood gunfight,zh,辛亥革命,4.065212,03-07-2011,108348,125,Released,1911,5,41,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
1673,0,Comedy,,31203,,fr,Le petit Nicolas,20.362025,30-09-2009,0,91,Released,Little Nicholas,5.9,306,Maxime Godart Val\u00e9rie Lemercier Kad Merad Sandrine Kiberlain Fran\u00e7ois-Xavier Demaison,Laurent Tirard
1674,30000000,Thriller Crime Drama,,265208,gambling bodyguard remake,en,Wild Card,48.0343,14-01-2015,0,92,Released,Wild Card,5.4,656,Jason Statham Michael Angarano Milo Ventimiglia Dominik Garc\u00eda-Lorido Anne Heche,Simon West
1675,30000000,Action Thriller Crime,http://www.machinegunpreacher.org/movie/,45610,underage soldier duringcreditsstinger,en,Machine Gun Preacher,13.268936,23-09-2011,2527904,129,Released,Machine Gun Preacher,6.4,286,Gerard Butler Michelle Monaghan Kathy Baker Richard Goteri Peter Carey,Marc Forster
1676,0,Animation Family Comedy,http://www.kdt.film.de/,50135,dam shark animal hoover dam crane the bird,de,Konferenz der Tiere,8.010046,07-10-2010,0,93,Released,Animals United,5.5,90,Christoph Maria Herbst Ralf Schmitz Thomas Fritsch Bastian Pastewka Oliver Kalkofe,Reinhard Klooss
1677,30000000,History Drama,,1874,jail guard prison cell south africa apartheid nelson mandela,en,Goodbye Bafana,12.257654,11-02-2007,0,140,Released,Goodbye Bafana,7,38,Joseph Fiennes Dennis Haysbert Diane Kruger Shiloh Henderson Patrick Lyster,Bille August
1678,27000000,Drama,,271331,soccer,en,United Passions,6.036684,19-06-2014,0,110,Released,United Passions,3,16,Tim Roth Sam Neill Thomas Kretschmann G\u00e9rard Depardieu Jemima West,Fr\u00e9d\u00e9ric Auburtin
1679,30000000,Romance Drama,,215211,monaco prince,en,Grace of Monaco,10.958697,14-05-2014,0,103,Released,Grace of Monaco,5.8,195,Nicole Kidman Milo Ventimiglia Paz Vega Tim Roth Parker Posey,Olivier Dahan
1680,30000000,Fantasy Adventure Animation,http://www.savvafilm.com/,367961,village creature battle monkey hyena,ru,Савва. Сердце воина,2.625594,12-11-2015,0,85,Released,Savva. Heart of the Warrior,6.4,7,Maksim Chukharyov Konstantin Khabenskiy Mikhail Galustyan Fyodor Bondarchuk Natalya Ionova,Maksim Fadeev
1681,30000000,Crime Thriller,,10955,berlin male nudity villa milan hitman,en,Ripley's Game,2.981047,02-09-2002,0,110,Released,Ripley's Game,6.6,69,John Malkovich Ray Winstone Uwe Mansshardt Hanns Zischler Paolo Paoloni,Liliana Cavani
1682,19000000,Adventure Animation Comedy Fantasy,http://www.sausagepartymovie.com,223702,supermarket party sausage food anthropomorphism,en,Sausage Party,66.242737,11-07-2016,140752617,83,Released,Sausage Party,5.6,2238,Seth Rogen Kristen Wiig Jonah Hill Bill Hader Michael Cera,Conrad Vernon
1683,29000000,Comedy Music,,254470,music sequel singer male female relationship audition,en,Pitch Perfect 2,71.496894,07-05-2015,287506194,115,Released,Pitch Perfect 2,6.8,1940,Anna Kendrick Rebel Wilson Hailee Steinfeld Brittany Snow Skylar Astin,Elizabeth Banks
1684,28000000,Drama Music Romance,,69,germany prison music record adultery country music,en,Walk the Line,35.580032,13-09-2005,186438883,136,Released,Walk the Line,7.3,718,Joaquin Phoenix Reese Witherspoon Ginnifer Goodwin Robert Patrick Tyler Hilton,James Mangold
1685,30000000,Comedy,,4967,love triangle rabbi priest catholicism,en,Keeping the Faith,8.085872,14-04-2000,37036004,127,Released,Keeping the Faith,5.9,159,Ben Stiller Edward Norton Jenna Elfman Anne Bancroft Eli Wallach,Edward Norton
1686,29000000,Adventure Fantasy Action Comedy Family,,9449,dwarves household lawyer little people child's point of view,en,The Borrowers,10.364582,05-12-1997,0,86,Released,The Borrowers,5.8,135,John Goodman Jim Broadbent Celia Imrie Tom Felton Hugh Laurie,Peter Hewitt
1687,0,Drama History,,11499,camera lie scandal watergate scandal richard nixon,en,Frost/Nixon,16.87784,15-10-2008,0,122,Released,Frost/Nixon,7.2,328,Michael Sheen Frank Langella Kevin Bacon Sam Rockwell Mark Simich,Ron Howard
1688,30000000,Comedy Crime Drama Romance Thriller,,4912,microfilm biography silencer intrigue,en,Confessions of a Dangerous Mind,18.165957,30-12-2002,33013805,113,Released,Confessions of a Dangerous Mind,6.6,275,Sam Rockwell Drew Barrymore Julia Roberts Rutger Hauer Brad Pitt,George Clooney
1689,29000000,Comedy Romance,,12771,wealth falling in love divorce pretty woman winery,en,Serving Sara,8.93941,20-08-2002,16930185,100,Released,Serving Sara,5,85,Matthew Perry Elizabeth Hurley Vincent Pastore Bruce Campbell Cedric the Entertainer,Reginald Hudlin
1690,29000000,Comedy,http://www.thebossfilm.com/,323676,business woman ex-con duringcreditsstinger girl scouts,en,The Boss,20.55509,07-04-2016,78636257,91,Released,The Boss,5.5,431,Melissa McCarthy Peter Dinklage Kristen Bell Kathy Bates Kristen Schaal,Ben Falcone
1691,0,Drama,,12506,journalist 1970s male friendship south africa apartheid,en,Cry Freedom,3.735723,05-11-1987,0,157,Released,Cry Freedom,6.9,51,Denzel Washington Kevin Kline Penelope Wilton Kate Hardie John Matshikiza,Richard Attenborough
1692,0,Comedy Drama Romance,,24071,,en,Mumford,4.310168,24-09-1999,0,112,Released,Mumford,6.3,26,Loren Dean Hope Davis Jason Lee Alfre Woodard Zooey Deschanel,Lawrence Kasdan
1693,12000000,Drama Horror Comedy,,11249,baby puppet filmdreh murder killer doll,en,Seed of Chucky,12.653831,11-11-2004,24829644,87,Released,Seed of Chucky,4.9,287,Brad Dourif Jennifer Tilly Billy Boyd Redman Hannah Spearritt,Don Mancini
1694,29000000,Drama Mystery Thriller Fantasy,,9667,smoking medicine psychology hallucination human experimentation,en,The Jacket,24.240361,04-03-2005,21126225,103,Released,The Jacket,6.8,455,Adrien Brody Keira Knightley Kris Kristofferson Jennifer Jason Leigh Kelly Lynch,John Maybury
1695,28000000,Animation Family Comedy Adventure Fantasy,http://movies.disney.com/aladdin,812,magic musical cartoon princess love,en,Aladdin,92.982009,25-11-1992,504050219,90,Released,Aladdin,7.4,3416,Scott Weinger Robin Williams Linda Larkin Jonathan Freeman Frank Welker,Ron Clements
1696,28000000,Drama Music,http://www.straightouttacompton.com/,277216,brother brother relationship aids police brutality rap music hip-hop,en,Straight Outta Compton,61.76233,13-08-2015,201634991,147,Released,Straight Outta Compton,7.7,1355,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell Neil Brown Jr. Aldis Hodge,F. Gary Gray
1697,28000000,Adventure Action,http://www.indianajones.com,87,riddle treasure heart skeleton treasure hunt,en,Indiana Jones and the Temple of Doom,66.976776,23-05-1984,333000000,118,Released,Indiana Jones and the Temple of Doom,7.1,2781,Harrison Ford Kate Capshaw Jonathan Ke Quan Amrish Puri Roshan Seth,Steven Spielberg
1698,30000000,Animation Family,,14444,brother brother relationship baby home pregnancy and birth sequel,en,The Rugrats Movie,7.981116,20-11-1998,100491683,79,Released,The Rugrats Movie,5.7,147,Whoopi Goldberg David Spade E.G. Daily Tara Strong Christine Cavanaugh,Norton Virgien
1699,60000000,Crime Mystery Thriller Action,,2043,psychology police operation police psychologist,en,Along Came a Spider,21.252797,06-04-2001,105178561,104,Released,Along Came a Spider,6.1,400,Morgan Freeman Monica Potter Michael Wincott Dylan Baker Mika Boorem,Lee Tamahori
1700,29000000,Comedy Drama,http://www.florencefosterjenkinsmovie.com/,315664,opera biography singing false,en,Florence Foster Jenkins,19.237254,06-05-2016,48902953,110,Released,Florence Foster Jenkins,6.6,392,Meryl Streep Hugh Grant Rebecca Ferguson Simon Helberg Nina Arianda,Stephen Frears
1701,29000000,Action,,1428,corruption cia,en,Once Upon a Time in Mexico,27.555646,11-09-2003,98185582,102,Released,Once Upon a Time in Mexico,6.2,594,Antonio Banderas Salma Hayek Johnny Depp Eva Mendes Mickey Rourke,Robert Rodriguez
1702,28000000,Action Thriller,,562,helicopter journalist based on novel terrorist skyscraper,en,Die Hard,66.169628,15-07-1988,140767956,131,Released,Die Hard,7.5,3948,Bruce Willis Alan Rickman Alexander Godunov Bonnie Bedelia Reginald VelJohnson,John McTiernan
1703,28000000,Comedy,,15373,camping campsite big brother friends community service,en,Role Models,24.917665,03-02-2008,92380927,99,Released,Role Models,6.4,564,Seann William Scott Paul Rudd Elizabeth Banks Christopher Mintz-Plasse Bobb'e J. Thompson,David Wain
1704,28000000,Comedy Drama,http://www.thebigshortmovie.com/,318846,bank fraud biography wall street finances,en,The Big Short,57.518472,11-12-2015,133346506,130,Released,The Big Short,7.3,2607,Christian Bale Steve Carell Ryan Gosling Brad Pitt Melissa Leo,Adam McKay
1705,0,Music Comedy Drama,http://www.takingwoodstockthemovie.co.uk/,26320,music festival independent film catskills dog tags,en,Taking Woodstock,11.870161,03-09-2009,0,120,Released,Taking Woodstock,6.2,127,Demetri Martin Imelda Staunton Henry Goodman Liev Schreiber Jonathan Groff,Ang Lee
1706,28000000,Drama History,,14292,olympic games sport ice hockey milwaukee wisconsin st. paul minnesota,en,Miracle,7.534003,06-02-2004,64445708,135,Released,Miracle,7,159,Kurt Russell Patricia Clarkson Noah Emmerich Sean McCann Kenneth Welsh,Gavin O'Connor
1707,28000000,Fantasy Horror Action,http://www.dawnofthedeadmovie.net/,924,refugee mass murder habor car journey department store,en,Dawn of the Dead,44.529429,19-03-2004,102356381,101,Released,Dawn of the Dead,6.8,1016,Sarah Polley Ving Rhames Jake Weber Mekhi Phifer Ty Burrell,Zack Snyder
1708,35000000,Comedy,,2018,san francisco marriage proposal love of one's life wedding planer man of one's dreams,en,The Wedding Planner,14.949395,26-01-2001,94728529,103,Released,The Wedding Planner,5.5,427,Jennifer Lopez Matthew McConaughey Justin Chambers Joanna Gleason Lou Myers,Adam Shankman
1709,30000000,Animation Science Fiction,,192577,,ja,キャプテンハーロック,14.726338,07-09-2013,17137302,115,Released,Space Pirate Captain Harlock,6.5,356,Shun Oguri Haruma Miura Yu Aoi Arata Furuta Ayano Fukuda,Shinji Aramaki
1710,21000000,Comedy Drama,,9428,forgiveness child prodigy terminal illness dysfunctional family cigarette smoking,en,The Royal Tenenbaums,24.13081,05-10-2001,71441250,110,Released,The Royal Tenenbaums,7.4,1286,Gene Hackman Anjelica Huston Ben Stiller Gwyneth Paltrow Luke Wilson,Wes Anderson
1711,30000000,Mystery Thriller,,2832,weather multiple character scream convict psychopathy,en,Identity,45.915165,25-04-2003,90259536,90,Released,Identity,7.1,1061,John Cusack Ray Liotta Amanda Peet John Hawkes Alfred Molina,James Mangold
1712,28000000,Comedy,,137093,casino male friendship stag night las vegas elderly,en,Last Vegas,28.043508,31-10-2013,134402450,105,Released,Last Vegas,6.4,799,Robert De Niro Morgan Freeman Michael Douglas Kevin Kline Mary Steenburgen,Jon Turteltaub
1713,28000000,Adventure Action Thriller,http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,699,london england submarine england sea assassin,en,For Your Eyes Only,26.090746,23-06-1981,195312802,127,Released,For Your Eyes Only,6.3,490,Roger Moore Carole Bouquet Chaim Topol Lynn-Holly Johnson Julian Glover,John Glen
1714,28000000,Comedy Romance,,9778,soulmates new love book dollar fate,en,Serendipity,14.530803,05-10-2001,77516304,90,Released,Serendipity,6.6,521,John Cusack Kate Beckinsale Jeremy Piven Bridget Moynahan Eugene Levy,Peter Chelsom
1715,27000000,Thriller Science Fiction Action Crime,,8831,martial arts time travel science fiction alternative reality,en,Timecop,13.308127,15-09-1994,101646581,99,Released,Timecop,5.5,282,Jean-Claude Van Damme Mia Sara Ron Silver Bruce McGill Gloria Reuben,Peter Hyams
1716,28000000,Comedy,,9398,male model time magazine fashion show fashion model fictional awards show,en,Zoolander,38.0958,28-09-2001,60780981,89,Released,Zoolander,6.1,1337,Ben Stiller Owen Wilson Christine Taylor Will Ferrell Milla Jovovich,Ben Stiller
1717,28000000,Romance,,112949,based on novel small town widower single father abusive husband,en,Safe Haven,37.729059,07-02-2013,97594140,115,Released,Safe Haven,6.9,823,Julianne Hough Josh Duhamel Cobie Smulders David Lyons Mike Pniewski,Lasse Hallstr\u00f6m
1718,28000000,Comedy Family Fantasy,,10439,witch halloween salem trick or treating spellcasting,en,Hocus Pocus,18.650748,16-07-1993,39514713,96,Released,Hocus Pocus,6.4,471,Bette Midler Sarah Jessica Parker Kathy Najimy Omri Katz Thora Birch,Kenny Ortega
1719,28000000,Comedy,http://noreservationsmovie.warnerbros.com/,3638,italy competition loss of mother loss of sister new love,en,No Reservations,15.794946,25-07-2007,92601050,104,Released,No Reservations,6.1,327,Catherine Zeta-Jones Aaron Eckhart Abigail Breslin Patricia Clarkson Jenny Wade,Scott Hicks
1720,28000000,Action Crime,,23483,crime fighter secret identity comic book superhero murder,en,Kick-Ass,45.054936,22-03-2010,96188903,117,Released,Kick-Ass,7.1,4645,Aaron Taylor-Johnson Chlo\u00eb Grace Moretz Christopher Mintz-Plasse Nicolas Cage Mark Strong,Matthew Vaughn
1721,28000000,Action Adventure Comedy,http://30minutesorless.com/,62206,pizza delivery adventure pizza boy number in title comedy,en,30 Minutes or Less,25.039383,11-08-2011,40547440,83,Released,30 Minutes or Less,5.6,531,Jesse Eisenberg Danny McBride Aziz Ansari Bianca Kajlich Nick Swardson,Ruben Fleischer
1722,28000000,Thriller Horror,,10577,vampire dracula bite blood vlad,en,Dracula 2000,6.756771,22-12-2000,33000337,99,Released,Dracula 2000,4.6,148,Gerard Butler Christopher Plummer Jonny Lee Miller Justine Waddell Jennifer Esposito,Patrick Lussier
1723,28000000,Family Comedy,http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-day/,218778,based on novel job interview bad luck wish one day,en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",22.14595,08-10-2014,100654149,81,Released,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,Steve Carell Jennifer Garner Ed Oxenbould Dylan Minnette Kerris Dorsey,Miguel Arteta
1724,28000000,Drama Romance,http://www.prideandprejudicemovie.net/splash.html,4348,bachelor beautiful prejudice suitor period drama,en,Pride & Prejudice,36.58383,16-09-2005,121147947,135,Released,Pride & Prejudice,7.7,1358,Keira Knightley Matthew Macfadyen Rosamund Pike Simon Woods Donald Sutherland,Joe Wright
1725,28000000,Science Fiction Drama Thriller,http://www.warnerbros.com/blade-runner,78,artificial intelligence man vs machine cyborg bounty hunter android,en,Blade Runner,94.056131,25-06-1982,33139618,117,Released,Blade Runner,7.9,3509,Harrison Ford Rutger Hauer Sean Young Edward James Olmos M. Emmet Walsh,Ridley Scott
1726,28000000,Adventure,,11780,scotland biography 18th century highlands violent man,en,Rob Roy,10.703456,13-04-1995,31596911,139,Released,Rob Roy,6.5,148,Liam Neeson Jessica Lange John Hurt Tim Roth Eric Stoltz,Michael Caton-Jones
1727,28000000,Action Drama Thriller Crime,,192102,retirement secret service illegal drugs,en,3 Days to Kill,41.638961,14-02-2014,52597999,113,Released,3 Days to Kill,6,883,Kevin Costner Amber Heard Hailee Steinfeld Connie Nielsen T\u00f3mas Lemarquis,McG
1728,21000000,Drama Crime Thriller,,2001,new york father son relationship nightclub gangster,en,We Own the Night,14.518708,25-05-2007,54926886,117,Released,We Own the Night,6.5,323,Joaquin Phoenix Eva Mendes Alex Veadov Mark Wahlberg Robert Duvall,James Gray
1729,0,Horror Thriller,,10383,pedophilia daughter anti-christ incest,en,Lost Souls,3.312385,13-10-2000,0,97,Released,Lost Souls,4.5,38,Winona Ryder Ben Chaplin Sarah Wynter Philip Baker Hall John Hurt,Janusz Kami\u0144ski
1730,35866397,Documentary,,11516,ocean lake bird horse parrot,fr,Le peuple migrateur,3.75074,12-12-2001,20217080,98,Released,Winged Migration,7,49,Philippe Labro Jacques Perrin,Jacques Perrin
1731,28000000,Comedy Drama Family Fantasy Romance,,10025,jinx bad luck kiss romantic comedy alcohol abuse,en,Just My Luck,22.074306,12-05-2006,38159905,103,Released,Just My Luck,5.8,491,Lindsay Lohan Samaire Armstrong Chris Pine Missi Pyle Makenzie Vega Norfolk,Donald Petrie
1732,28000000,Drama Comedy,,15198,sport ice hockey,en,"Mystery, Alaska",4.436792,01-10-1999,8888143,119,Released,"Mystery, Alaska",6,69,Russell Crowe Hank Azaria Mary McCormack Burt Reynolds Colm Meaney,Jay Roach
1733,28000000,Action Comedy Family,,23172,duringcreditsstinger,en,The Spy Next Door,14.639324,15-01-2010,45236543,94,Released,The Spy Next Door,5.5,345,Amber Valletta Lucas Till Jackie Chan Billy Ray Cyrus George Lopez,Brian Levant
1734,28000000,Adventure Comedy Family Fantasy,,17834,magic wish kids fairy godmother,en,A Simple Wish,1.767479,11-07-1997,8345056,86,Released,A Simple Wish,5.5,46,Martin Short Kathleen Turner Mara Wilson Robert Pastorelli Deborah Odell,Michael Ritchie
1735,28000000,Action Horror Science Fiction,http://www.theofficialjohncarpenter.com/ghost-of-mars/,10016,climbing up a wall hung upside down flashback within a flashback cavern battering,en,Ghosts of Mars,13.145205,24-08-2001,14010832,98,Released,Ghosts of Mars,4.8,296,Natasha Henstridge Ice Cube Jason Statham Clea DuVall Pam Grier,John Carpenter
1736,28000000,Comedy Drama,http://www.ourbrandiscrisismovie.com/,10317,bolivia woman political campaign south america year 2002,en,Our Brand Is Crisis,12.921594,11-09-2015,7002261,108,Released,Our Brand Is Crisis,5.8,195,Sandra Bullock Anthony Mackie Billy Bob Thornton Zoe Kazan Scoot McNairy,David Gordon Green
1737,28000000,Romance Horror Comedy Thriller,https://www.facebook.com/PPZMovie,58431,based on novel dystopia shaolin prejudice zombie,en,Pride and Prejudice and Zombies,28.397048,04-02-2016,16374328,108,Released,Pride and Prejudice and Zombies,5.5,640,Lily James Sam Riley Jack Huston Bella Heathcote Douglas Booth,Burr Steers
1738,28000000,Drama,,9746,buddhism china mountains buddhist monk tibet,en,Kundun,7.039189,25-12-1997,5684789,134,Released,Kundun,6.8,91,Tenzin Thuthob Tsarong Tencho Gyalpo Tsewang Migyur Khangsar Gyurme Tethong Robert Lin,Martin Scorsese
1739,27000000,Comedy Romance Drama,,13092,failure starlet,en,How to Lose Friends & Alienate People,16.785866,02-10-2008,17286299,110,Released,How to Lose Friends & Alienate People,6.2,244,Kelan Pannell Janette Scott Simon Pegg Megan Fox Gillian Anderson,Robert B. Weide
1740,28000000,Action Adventure Crime,,59859,crime fighter secret identity marvel comic superhero aftercreditsstinger,en,Kick-Ass 2,40.28635,17-07-2013,60700000,103,Released,Kick-Ass 2,6.3,2224,Aaron Taylor-Johnson Chlo\u00eb Grace Moretz Christopher Mintz-Plasse Clark Duke Jim Carrey,Jeff Wadlow
1741,24000000,Action,,13495,,es,Alatriste,6.009644,01-09-2006,23321954,145,Released,Alatriste,5.6,61,Viggo Mortensen Elena Anaya Unax Ugalde Eduard Fern\u00e1ndez Eduardo Noriega,Agust\u00edn D\u00edaz Yanes
1742,28000000,Action Crime Drama,,254473,martial arts atomic bomb ghetto parkour cops,en,Brick Mansions,25.520976,22-04-2014,68896829,90,Released,Brick Mansions,5.7,615,Paul Walker David Belle RZA Robert Maillet Carlo Rota,Camille Delamarre
1743,27500000,Adventure Action Thriller,http://www.mgm.com/view/movie/1394/Octopussy/,700,atomic bomb eastern block crocodile secret intelligence service kgb,en,Octopussy,25.633663,05-06-1983,187500000,131,Released,Octopussy,6.2,527,Roger Moore Maud Adams Louis Jourdan Kristina Wayborn Kabir Bedi,John Glen
1744,30000000,Comedy Romance Drama,http://knockedupmovie.com/,4964,alcohol one-night stand bed pregnancy and birth condom,en,Knocked Up,22.527211,01-06-2007,219076518,129,Released,Knocked Up,6.2,1214,Seth Rogen Katherine Heigl Leslie Mann Paul Rudd Jason Segel,Judd Apatow
1745,30000000,Drama,http://www.mysisterskeepermovie.com/,10024,parents kids relationship sister sister relationship court case in vitro fertilisation medical examiner,en,My Sister's Keeper,24.09152,26-06-2009,95714875,109,Released,My Sister's Keeper,7.1,598,Cameron Diaz Alec Baldwin Abigail Breslin Joan Cusack Sofia Vassilieva,Nick Cassavetes
1746,35000000,Comedy Drama,,13490,talk show,en,Welcome Home Roscoe Jenkins,6.248273,08-02-2008,43650785,114,Released,Welcome Home Roscoe Jenkins,5.7,57,Martin Lawrence James Earl Jones Margaret Avery Joy Bryant Cedric the Entertainer,Malcolm D. Lee
1747,8000000,Drama Adventure History,,15927,doctor india english magistrate 1920s,en,A Passage to India,9.548391,14-12-1984,27187653,163,Released,A Passage to India,6.9,67,Judy Davis Alec Guinness Peggy Ashcroft James Fox Victor Banerjee,David Lean
1748,15000000,Drama Romance,http://www.foxsearchlight.com/NOAS/,1259,sex adultery based on novel cat infidelity,en,Notes on a Scandal,12.576381,25-12-2006,49469904,92,Released,Notes on a Scandal,6.9,235,Judi Dench Cate Blanchett Bill Nighy Juno Temple Max Lewis,Richard Eyre
1749,27500000,Drama Thriller,http://www.renditionmovie.com,5125,anti terror terror cia loss of son police brutality,en,Rendition,12.741073,07-09-2007,24748670,120,Released,Rendition,6.2,205,Omar Metwally Reese Witherspoon Jake Gyllenhaal Moa Khouas Zineb Oukach,Gavin Hood
1750,27000000,Science Fiction Action Adventure Thriller,,174,farewell federation starfleet peace conference uss enterprise-a,en,Star Trek VI: The Undiscovered Country,16.188572,05-12-1991,96900000,113,Released,Star Trek VI: The Undiscovered Country,6.7,413,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Nicholas Meyer
1751,27000000,Comedy Drama Romance,,9583,secret society conciliation marriage mother daughter relationship playwright,en,Divine Secrets of the Ya-Ya Sisterhood,5.576937,07-06-2002,0,116,Released,Divine Secrets of the Ya-Ya Sisterhood,5.6,65,Sandra Bullock Ellen Burstyn Fionnula Flanagan James Garner Cherry Jones,Callie Khouri
1752,27000000,Drama Mystery Thriller Crime,,9437,washington d.c. covered investigation investigation north carolina missing person,en,Kiss the Girls,18.913,03-10-1997,60527873,115,Released,Kiss the Girls,6.2,345,Morgan Freeman Ashley Judd Cary Elwes Alex McArthur Tony Goldwyn,Gary Fleder
1753,27000000,Music Comedy Action Crime,,525,dancing prison chicago country music nun,en,The Blues Brothers,44.714264,17-06-1980,115229890,133,Released,The Blues Brothers,7.5,1065,Dan Aykroyd John Belushi James Brown Cab Calloway Ray Charles,John Landis
1754,27000000,Adventure Comedy Drama Family,,10188,female friendship best friend summer vacation woman director young adult,en,The Sisterhood of the Traveling Pants 2,11.870301,06-08-2008,44352417,117,Released,The Sisterhood of the Traveling Pants 2,6,238,Alexis Bledel Amber Tamblyn America Ferrera Blake Lively Rachel Nichols,Sanaa Hamri
1755,0,Comedy Music,http://www.joyfulnoisethemovie.com,63574,,en,Joyful Noise,5.753705,13-01-2012,0,117,Released,Joyful Noise,6.7,33,Queen Latifah Dolly Parton Keke Palmer Jeremy Jordan Courtney B. Vance,Todd Graff
1756,27000000,Drama Comedy Romance,http://movies.uip.de/aboutaboy/,245,london england rock and roll single parent rap music bachelor,en,About a Boy,28.227984,26-04-2002,129000000,101,Released,About a Boy,6.6,607,Hugh Grant Nicholas Hoult Toni Collette Rachel Weisz Sharon Small,Chris Weitz
1757,27000000,Horror Comedy Action Science Fiction Thriller,,9825,diving sheriff lake crocodile deputy,en,Lake Placid,11.678561,15-07-1999,56870414,82,Released,Lake Placid,5.5,247,Bill Pullman Bridget Fonda Oliver Platt Brendan Gleeson Betty White,Steve Miner
1758,27000000,Drama Thriller Crime Mystery,,186,assassination assassin identity sniper mistake in person,en,Lucky Number Slevin,36.921445,24-02-2006,56308881,110,Released,Lucky Number Slevin,7.4,1323,Josh Hartnett Bruce Willis Lucy Liu Morgan Freeman Ben Kingsley,Paul McGuigan
1759,27000000,Drama History,,9549,cold war pilot space travel politics historical figure,en,The Right Stuff,17.567332,20-10-1983,21500000,193,Released,The Right Stuff,7.3,235,Fred Ward Dennis Quaid Ed Harris Scott Glenn Sam Shepard,Philip Kaufman
1760,30000000,Drama History Thriller,http://www.anonymous-movie.com/,61891,shakespeare anonymity poet play political,en,Anonymous,16.698316,21-10-2011,15395087,130,Released,Anonymous,6.3,288,Jamie Campbell Bower Rhys Ifans David Thewlis Joely Richardson Vanessa Redgrave,Roland Emmerich
1761,27000000,Drama Family Fantasy Adventure,,34584,based on novel fictional place wolf mythology magic,en,The Neverending Story,47.862016,05-04-1984,20158808,102,Released,The NeverEnding Story,7,1002,Barret Oliver Gerald McRaney Noah Hathaway Drum Garrett Darryl Cooksey,Wolfgang Petersen
1762,27000000,Mystery Science Fiction,,2666,soul sleep manipulation future dystopia,en,Dark City,39.324831,27-02-1998,27200316,100,Released,Dark City,7.2,828,Rufus Sewell William Hurt Kiefer Sutherland Jennifer Connelly Richard O'Brien,Alex Proyas
1763,0,Drama History Romance,http://www.theduchessmovie.com/,12783,england adultery duke gambling debts marriage crisis,en,The Duchess,18.591657,05-09-2008,0,110,Released,The Duchess,6.7,396,Keira Knightley Ralph Fiennes Aidan McArdle Simon McBurney Charlotte Rampling,Saul Dibb
1764,25000000,Adventure Family Fantasy,http://movies.disney.com/return-to-oz,13155,wizard of oz,en,Return to Oz,5.650125,21-06-1985,11137801,109,Released,Return to Oz,6.7,120,Fairuza Balk Nicol Williamson Jean Marsh Piper Laurie Matt Clark,Walter Murch
1765,27000000,Crime Action Drama,,42807,bank robber crime spree western u.s.,en,The Newton Boys,3.123583,26-03-1998,76000000,113,Released,The Newton Boys,5.9,44,Matthew McConaughey Skeet Ulrich Ethan Hawke Vincent D'Onofrio Gail Cronauer,Richard Linklater
1766,27000000,Horror Mystery Thriller,http://www.case39movie.com/mainsite/,28355,child abuse detective social worker supernatural murder,en,Case 39,23.917982,13-08-2009,29000000,109,Released,Case 39,6.1,563,Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith Rennie,Christian Alvart
1767,27000000,Crime Thriller,,8080,serial killer,en,Suspect Zero,8.715822,27-08-2004,13000000,99,Released,Suspect Zero,5.5,98,Carrie-Anne Moss Aaron Eckhart Ben Kingsley Harry Lennix Kevin Chamberlin,E. Elias Merhige
1768,0,Drama,,5126,underdog adoption education adoptive father childhood trauma,en,Martian Child,5.737161,02-11-2007,0,106,Released,Martian Child,6.8,79,John Cusack Bobby Coleman Amanda Peet Joan Cusack Oliver Platt,Menno Meyjes
1769,27000000,Family Comedy Action,http://spykidsmovie.net/,56288,spy child hero secret agent espionage,en,Spy Kids: All the Time in the World,14.788073,18-08-2011,85564310,89,Released,Spy Kids: All the Time in the World,4.4,222,Jessica Alba Mason Cook Rowan Blanchard Joel McHale Jeremy Piven,Robert Rodriguez
1770,27000000,Thriller,,303858,bomb sniper tv show hostage drama police,en,Money Monster,38.279458,12-05-2016,93282604,98,Released,Money Monster,6.5,1068,George Clooney Julia Roberts Jack O'Connell Caitriona Balfe Dominic West,Jodie Foster
